texto,tipo,gravidade,origem
ele me diminui comparando com amigas e parentes,moral,media,violencia_2000
"meu companheiro me deu uma bofetada, me humilha na frente dos outros e me isola",mista,media,violencia_2000
"meu companheiro me puxou leve, faz comentários ruins sobre mim e controla onde vou",mista,baixa,violencia_2000
ele comenta sobre meu peso de forma que me deixa insegura,moral,baixa,violencia_2000
ele fica com ciúme quando tenho realizações profissionais,psicologica,baixa,violencia_2000
meu companheiro vendeu minha casa sem minha permissão,patrimonial,alta,violencia_2000
meu marido me deu um empurrão leve na discussão de ontem,fisica,baixa,violencia_2000
meu companheiro me forçou a ter relações quando eu estava dormindo,sexual,alta,violencia_2000
meu namorado quer participar de todas as decisões de compra,patrimonial,baixa,violencia_2000
"meu namorado me segurou de leve, faz comentários negativos e controla saídas",mista,baixa,violencia_2000
ele me diz que sou sortuda por ter um homem como ele,psicologica,media,violencia_2000
meu companheiro me fez perder o emprego ao me ligar no trabalho toda hora,patrimonial,alta,violencia_2000
meu namorado faz comentários sobre minha roupa de forma sexualizada,sexual,baixa,violencia_2000
ele me caluniou para toda a turma dos pais da escola,moral,alta,violencia_2000
"ele me espancou na frente dos filhos, destruiu meus pertences e me ameaça com arma",mista,alta,violencia_2000
ele compartilhou informações falsas sobre mim que chegaram ao meu emprego,moral,alta,violencia_2000
meu companheiro me bateu quando chegou bêbado,fisica,media,violencia_2000
"meu companheiro me agrediu fisicamente, me xinga de inútil e controla meus gastos",mista,media,violencia_2000
ele usou meu corpo enquanto eu dormia sem meu consentimento,sexual,alta,violencia_2000
ele não me deixa comprar roupas novas dizendo que é desperdício,patrimonial,baixa,violencia_2000
meu marido não me deixa fazer compras para a casa sozinha,patrimonial,media,violencia_2000
meu namorado fica com ciúme quando recebo mensagens de amigos,psicologica,baixa,violencia_2000
ele me arrastou pelo asfalto presa ao carro,fisica,alta,violencia_2000
ele disse que vai queimar meu carro se eu terminar o relacionamento,psicologica,alta,violencia_2000
"ele me empurrou, me xinga de burra e controla todo o dinheiro da casa",mista,media,violencia_2000
meu marido me cutucou com o dedo no peito durante a discussão,fisica,baixa,violencia_2000
ele me enviou fotos de outros para me forçar a ter relações,sexual,alta,violencia_2000
"ele me proíbe de ver minha família, me xinga e às vezes me agride",mista,media,violencia_2000
"ele me espancou, destruiu todos meus bens e ameaça me matar em frente aos meus filhos",mista,alta,violencia_2000
ele reclama quando compro algo de segunda mão mesmo sendo mais barato,patrimonial,baixa,violencia_2000
meu namorado me puxou pelo pulso quando tentei sair,fisica,baixa,violencia_2000
meu marido não me deixa guardar dinheiro,patrimonial,media,violencia_2000
meu companheiro me deu uma bofetada tão forte que perdi a visão por alguns minutos,fisica,alta,violencia_2000
meu companheiro me ameaça publicar vídeos íntimos se eu terminar,sexual,alta,violencia_2000
meu marido instalou um aplicativo de espionagem no meu celular,psicologica,alta,violencia_2000
meu companheiro destruiu minha mercadoria que eu ia vender na feira,patrimonial,alta,violencia_2000
ele não me deixa usar meu dinheiro livremente para gastar com filhos,patrimonial,baixa,violencia_2000
meu companheiro pegou meu dinheiro guardado e gastou tudo,patrimonial,alta,violencia_2000
ele forjou minha assinatura para vender nosso imóvel,patrimonial,alta,violencia_2000
"meu namorado me segurou leve, não me deixa ter amigos e me xinga às vezes",mista,baixa,violencia_2000
meu namorado conta histórias que me expõem sem minha autorização,moral,baixa,violencia_2000
"meu companheiro me agrediu fisicamente e sexualmente, me mantém sem dinheiro e me ameaça",mista,alta,violencia_2000
meu marido postou fotos minhas sem roupa nas redes sociais para me humilhar,moral,alta,violencia_2000
ele me xinga com apelidos ofensivos que me ferem,moral,media,violencia_2000
meu namorado me xinga quando discorda de mim,moral,media,violencia_2000
meu companheiro vendeu todos os móveis enquanto eu estava no hospital,patrimonial,alta,violencia_2000
"meu companheiro me puxou pelo ombro leve, me critica bastante e controla saídas",mista,baixa,violencia_2000
meu companheiro me pressiona a ter relações após discussões sérias,sexual,media,violencia_2000
meu marido me jogou contra a janela e ela quebrou,fisica,alta,violencia_2000
meu marido me obrigou a ter relações mesmo eu estando doente,sexual,alta,violencia_2000
ele me faz sentir que sou responsável pelo seu humor por causa de sexo,sexual,baixa,violencia_2000
meu companheiro quer controlar como eu gasto meu próprio salário,patrimonial,baixa,violencia_2000
meu marido reclama quando gasto com transporte por aplicativo,patrimonial,baixa,violencia_2000
ele me compara com a irmã dele de forma que me faz sentir inferior,moral,baixa,violencia_2000
meu marido me caluniou para todos os amigos que tínhamos em comum,moral,alta,violencia_2000
meu companheiro me acusou publicamente de coisas que me destruíram profissionalmente,moral,alta,violencia_2000
ele me puxou o cabelo quando tentei pegar o celular,fisica,media,violencia_2000
ele me deu um tapa cada vez que eu tentava falar,fisica,media,violencia_2000
ele me deu um soco no ombro que ficou com hematoma,fisica,media,violencia_2000
ele divulgou prints de conversas fora de contexto para me fazer passar por má pessoa,moral,alta,violencia_2000
"meu companheiro me bateu, quebrou objetos meus e me mantém sem acesso ao dinheiro",mista,media,violencia_2000
ele me segurou pela camisa para que eu não saísse,fisica,baixa,violencia_2000
meu companheiro inventou que abandonei os filhos para ficar com homem,moral,alta,violencia_2000
"meu namorado me segurou pelo pulso de leve, faz comentários negativos e controla saídas",mista,baixa,violencia_2000
meu marido me segurou pelo punho quando tentei pegar meu celular,fisica,baixa,violencia_2000
ele me jogou no chão durante uma briga,fisica,media,violencia_2000
ele me forçou a ter relações me ameaçando de divulgar segredos meus,sexual,alta,violencia_2000
ele me caluniou para toda a família de forma que ninguém mais me fala,moral,alta,violencia_2000
ele postou vídeo me humilhando nas redes sociais sem minha permissão,moral,alta,violencia_2000
meu namorado me critica pela forma como cuido de mim mesma na frente de outros,moral,baixa,violencia_2000
meu companheiro me humilha dizendo que nunca deveria ter me casado com ele,moral,media,violencia_2000
"ele me cutucou, faz piadinhas sobre meu jeito de ser e controla dinheiro",mista,baixa,violencia_2000
ele me tirou minha ferramentas de trabalho e joguei fora,patrimonial,alta,violencia_2000
ele usou minha identidade para abrir empresa fraudulenta,patrimonial,alta,violencia_2000
ele quebrou meu celular na briga porque eu tentei chamar alguém,patrimonial,media,violencia_2000
meu companheiro destruiu minha câmera fotográfica que era meu trabalho,patrimonial,alta,violencia_2000
"ele me bateu com cinto, me mantém sem dinheiro e me persegue onde quer que eu vá",mista,alta,violencia_2000
meu namorado fica me chamando de nomes com conotação sexual,sexual,baixa,violencia_2000
meu marido faz piadas sobre minha falta de conhecimento em certos assuntos,moral,baixa,violencia_2000
"meu marido me bateu quando chegou bêbado, me xinga e não me deixa ter vida social",mista,media,violencia_2000
ele me ofende dizendo que sou inadequada para qualquer coisa,moral,media,violencia_2000
meu marido faz piadas sobre minha forma de organizar a casa,moral,baixa,violencia_2000
meu marido faz insinuações sobre sexo na frente dos filhos,sexual,baixa,violencia_2000
ele me diz que só faz isso porque se preocupa comigo,psicologica,media,violencia_2000
ele conta para amigos sobre minhas falhas domésticas para me constranger,moral,baixa,violencia_2000
"meu companheiro me agrediu fisicamente, forçou relação sexual e ameaça minha família",mista,alta,violencia_2000
ele me ameaça dizendo que vai destruir minha vida se eu o deixar,psicologica,alta,violencia_2000
meu namorado fica com raiva quando saio sem avisar,psicologica,baixa,violencia_2000
"ele me controla onde vou, me toma dinheiro e me bateu uma vez que assustei",mista,media,violencia_2000
ele disse para toda a família que abandonei os filhos quando fui pedir ajuda,moral,alta,violencia_2000
meu companheiro diz que minha recusa é falta de amor,sexual,media,violencia_2000
meu companheiro destruiu minha máquina de trabalho e eu fiquei desempregada,patrimonial,alta,violencia_2000
"meu companheiro me bateu até perder os sentidos, me xinga e me mantém presa em casa",mista,alta,violencia_2000
meu companheiro me fez assinar procuração e vendeu tudo que tínhamos,patrimonial,alta,violencia_2000
meu marido me empurrou levemente durante a discussão,fisica,baixa,violencia_2000
ele me deu socos no rosto até eu perder um dente,fisica,alta,violencia_2000
ele me sacudiu para acordar e me machucou,fisica,media,violencia_2000
"ele me estrangulou, me humilha diariamente e não me deixa ver meus filhos",mista,alta,violencia_2000
ele me bateu com a mão quando eu tentei sair,fisica,media,violencia_2000
"fui agredida com murros e pontapés, estou toda machucada",fisica,alta,violencia_2000
meu companheiro me empurrou e disse que eu precisava parar de falar,fisica,baixa,violencia_2000
"meu marido fica monitorando onde estou, me criticou muito e me empurrou levemente",mista,baixa,violencia_2000
meu companheiro me deu uma surra e eu perdi a consciência,fisica,alta,violencia_2000
meu marido me ofende dizendo que sou um peso para todos,moral,media,violencia_2000
ele fica com o troco quando faço compras para a casa,patrimonial,baixa,violencia_2000
meu companheiro me agrediu com pontapés quando eu tentei fugir,fisica,alta,violencia_2000
"meu marido me empurrou de leve, não me dá dinheiro suficiente e me critica bastante",mista,baixa,violencia_2000
ele me puxou pelo cabelo de leve durante a briga,fisica,baixa,violencia_2000
meu marido me bateu com a palma da mão aberta no rosto,fisica,media,violencia_2000
ele me ofende dizendo que sou uma decepção,moral,media,violencia_2000
meu marido me proíbe de trabalhar e fico sem renda própria,patrimonial,media,violencia_2000
meu companheiro destrói objetos da casa quando perde a paciência,patrimonial,media,violencia_2000
meu companheiro colocou câmera escondida no banheiro,psicologica,alta,violencia_2000
meu companheiro faz piadas sobre sexo que me envergonham,sexual,baixa,violencia_2000
ele quebrou meu carregador de propósito para eu ficar sem celular,patrimonial,media,violencia_2000
meu companheiro me abusou sexualmente e me proibiu de contar para qualquer pessoa,sexual,alta,violencia_2000
meu companheiro faz comentários que me fazem questionar minha memória,psicologica,baixa,violencia_2000
meu companheiro faz piadas que me diminuem na frente de outros,moral,baixa,violencia_2000
ele não me deixa gastar com viagens para ver minha família,patrimonial,baixa,violencia_2000
"meu companheiro me puxou o ombro de leve, me critica bastante e não me deixa sair",mista,baixa,violencia_2000
"ele me bateu com a sandália, me mantém sem dinheiro e me verifica onde estou todo tempo",mista,media,violencia_2000
meu marido não me deixa gastar com produtos naturais que gosto,patrimonial,baixa,violencia_2000
meu marido me ameaça destruir minha reputação se eu sair,psicologica,alta,violencia_2000
ele me jogou no chão e ficou pisando em cima de mim,fisica,alta,violencia_2000
ele quer aprovar minhas compras antes de eu realizá-las,patrimonial,baixa,violencia_2000
ele me apertou o rosto com a mão durante a discussão,fisica,media,violencia_2000
ele me arrastou pelos cabelos da sala até o quarto me batendo,fisica,alta,violencia_2000
meu marido não me deixa ter contato com minha família,psicologica,media,violencia_2000
ele me arremessou contra a geladeira com toda força,fisica,alta,violencia_2000
