texto,tipo,gravidade
ele não me deixa ter conta bancária própria por desconfiança,psicologica,media
ele inventou histórias sobre mim para minha sogra que destruíram nossa relação,moral,alta
ele fica irritado e distante quando eu não quero ter relações,sexual,media
"ele me empurrou na última briga, faz comentários depreciativos e controla meu dinheiro",mista,baixa
ele me empurrou de lado durante uma discussão no corredor,fisica,baixa
ele quebrou minha máquina de costura que era minha fonte de renda,patrimonial,alta
meu ex invadiu minha casa e roubou todos os meus pertences,patrimonial,alta
"ele me espancou, me forçou a assinar documentos e me ameaça com facão se eu reclamar",mista,alta
ele me diz que ninguém me suportaria além dele,psicologica,media
ele me chama de louca para desacreditar o que eu digo,moral,media
meu marido faz questão de me lembrar todos os dias que sou feia e inútil,psicologica,media
meu companheiro contou para meu chefe mentiras e eu fui demitida,moral,alta
ele fica com raiva e bate a porta quando eu não quero ter relações,sexual,media
ele faz piadinhas que me deixam constrangida,psicologica,baixa
ele vendeu joias que eram herança da minha família,patrimonial,alta
ele me atingiu com um soco que me deixou com hematoma no rosto,fisica,alta
meu companheiro me violentou sexualmente após me agredir fisicamente,sexual,alta
"ele me agrediu fisicamente, destruiu meu celular e diz que vai me matar se eu ligar para alguém",mista,alta
"ele me cutucou leve, faz piadinhas ruins e controla onde estou",mista,baixa
"ele me deu uma bofetada, me mantém sem dinheiro e me monitora onde quer que vá",mista,media
ele me faz sentir que mereço o que acontece comigo,psicologica,media
ele conta para outros sobre minha falta de habilidade em coisas que me envergonha,moral,baixa
ele usa o silêncio e raiva como pressão para eu ter relações,sexual,media
"ele me bate quando bebe, me controla economicamente e me ameaça às vezes",mista,media
meu marido me bateu uma vez mas jurou que parou,fisica,media
ele me difamou para toda a vizinhança com histórias inventadas,moral,alta
meu companheiro me critica publicamente pela forma como cuido dos filhos,moral,baixa
meu companheiro criou boatos sobre mim que destruíram minha reputação,moral,alta
"meu marido me espancou, me forçou a ter relações e ameaça me fazer sumir",mista,alta
ele me faz sentir pressionada a ter relações quando não estou com vontade,sexual,baixa
"meu marido me bateu, destruiu tudo que eu tinha e disse que vai queimar minha casa",mista,alta
ele me acusou falsamente de violência doméstica para me prejudicar na justiça,moral,alta
"meu namorado me empurrou, me xinga e não me deixa usar meu próprio dinheiro",mista,media
"meu marido me chama de vaca, puta e vagabunda diariamente",moral,media
meu namorado conta coisas privadas minhas para terceiros,moral,media
meu marido diz que minha recusa é prova de que não o amo,sexual,media
ele me bateu com o taco de beisebol,fisica,alta
"ele me bateu com garrafa, destruiu tudo que eu tinha e me ameaça com pistola",mista,alta
ele me diz que estou sendo egoísta quando não quero ter relações,sexual,media
meu marido me diz que eu deveria agradecer por tudo que ele faz,psicologica,media
meu marido não paga as contas da casa apesar de ter dinheiro,patrimonial,media
meu marido pegou meu dinheiro guardado para o funeral da minha mãe,patrimonial,alta
"ele me puxou pelo braço de leve, me xinga às vezes e não me dá dinheiro suficiente",mista,baixa
meu namorado me diminui dizendo que sou burra e incompetente,moral,media
meu marido tirou meu anticoncepcional de propósito para me engravidar,sexual,alta
meu marido me dá o mínimo para sobreviver e fica com o resto,patrimonial,media
meu companheiro quer ver minha fatura de cartão todo mês,patrimonial,baixa
ele criou versão falsa dos acontecimentos para me fazer parecer vilã,moral,alta
ele me fez perder o contrato mais importante da minha vida com suas mentiras,patrimonial,alta
"meu marido me espancou, rasgou meu CPF e disse que vai matar meus filhos se eu sair",mista,alta
ele me segue para onde quer que eu vá inclusive ao trabalho,psicologica,alta
meu companheiro destrói coisas que eu compro com meu próprio dinheiro,patrimonial,media
ele me humilha dizendo que qualquer mulher seria melhor do que eu,moral,media
ele conta para a família que faço tudo errado,moral,media
ele quer ver todos os comprovantes de gastos do mês,patrimonial,baixa
meu companheiro comenta negativamente sobre minhas escolhas profissionais,moral,baixa
ele inventou que eu vendo drogas para me prejudicar com a família,moral,alta
ele me olha de forma que me deixa desconfortável na frente de outras pessoas,sexual,baixa
ele me faz sentir responsável pela sua insatisfação,sexual,media
"meu marido me deu um tapa, me proíbe de ver amigos e me xinga de vagabunda",mista,media
meu marido me dá só o suficiente para as necessidades básicas,patrimonial,media
"ele me puxou pelos cabelos, me xinga de vagabunda e não me dá dinheiro para nada",mista,media
meu companheiro me ameaça dizendo que sabe onde minha mãe mora,psicologica,alta
ele destruiu meu notebook que eu usava para trabalhar de casa,patrimonial,alta
meu companheiro me proíbe de sair de casa e ver minha família,psicologica,media
meu marido me diz que estou exagerando quando reclamo da pressão,sexual,media
ele me pressiona a ter relações em situações que me deixam desconfortável,sexual,baixa
ele me sacudiu pelos ombros com tanta força que doeu,fisica,media
meu namorado me faz sentir que preciso ser diferente para agradá-lo,sexual,baixa
ele me monitora através do celular das crianças,psicologica,alta
meu marido me chama de mal amada quando não quero ter relações,sexual,media
"ele me agrediu fisicamente, me obrigou a assinar documentos e me ameaça de morte",mista,alta
"ele me bateu com uma garrafa, destruiu minha máquina de trabalho e me ameaça todo dia",mista,alta
ele me pressiona a usar roupas que ele escolhe quando saímos,sexual,baixa
meu marido me acusou de furto na frente de testemunhas,moral,alta
"ele me agrediu com socos, me deixou sem comida e ameaça me matar todo dia",mista,alta
ele me filmou sem autorização e vendeu o vídeo,sexual,alta
ele me disse que tem provas falsas para me prender se eu for à polícia,psicologica,alta
meu marido me bateu na cabeça com a mão aberta,fisica,media
"meu companheiro me forçou sexualmente, me bateu e ameaçou jogar minha filha da janela",mista,alta
ele me puxou a mão com força durante a briga,fisica,baixa
ele me chama de incompetente quando erro alguma coisa,moral,media
ele quer ver o extrato do meu aplicativo de entrega de comida,patrimonial,baixa
meu marido inventou que sou uma péssima profissional para me prejudicar,moral,alta
"ele me deu um empurrão leve, faz comentários negativos e não me deixa ter amigos",mista,baixa
meu marido me bloqueou de todas as contas bancárias conjuntas,patrimonial,alta
"meu namorado me segurou pela mão leve, não me deixa ter amigos e me xinga às vezes",mista,baixa
ele me proíbe de ter conta no instagram,psicologica,media
meu marido controla todo o dinheiro e não me dá nem para o ônibus,patrimonial,media
meu namorado me manda fotos inapropriadas sem eu pedir,sexual,baixa
ele diz que é minha obrigação como esposa ter relações quando ele quer,sexual,media
ele não me deixa usar meu cartão para compras dele,patrimonial,baixa
meu companheiro disse que vai jogar minhas coisas na rua e me expulsar à força,psicologica,alta
ele reclama quando gasto com coisas que considera frescura,patrimonial,baixa
"meu namorado me segurou pela mão levemente, faz comentários ruins e controla gastos",mista,baixa
"meu marido me bateu, me manteve presa em casa por dias e me ameaça matar se eu sair",mista,alta
meu namorado tentou me afogar na banheira,fisica,alta
ele me faz comentários sobre como meu corpo mudou de forma negativa,sexual,baixa
meu marido me humilha dizendo que sou uma mãe péssima,psicologica,media
"meu companheiro me agrediu, rasgou meus documentos e ameaçou me matar",mista,alta
ele me faz sentir culpada quando não atendo seus desejos,sexual,media
ele me acusou de coisa grave na frente de testemunhas sem provas,moral,alta
meu marido me bateu com um pedaço de cano,fisica,alta
"ele me cutucou, faz piadinhas sobre peso e controla meu dinheiro",mista,baixa
"ele me agrediu fisicamente, espalha mentiras sobre mim e me mantém sem renda",mista,media
ele me deu um tapa na frente das crianças,fisica,media
meu companheiro me proíbe de sair sem pedir permissão,psicologica,media
meu marido me compara desfavoravelmente com outras mulheres,moral,baixa
"meu namorado me segurou com força, me critica bastante e controla meu celular",mista,baixa
ele me convenceu que minha família me faz mal,psicologica,media
meu marido me tirou os documentos dos filhos para me impedir de sair com eles,patrimonial,alta
meu companheiro faz piadas que me deixam envergonhada,moral,baixa
meu marido me força a ter relação sexual mesmo quando eu digo não,sexual,alta
meu companheiro me quebrou o nariz com um soco,fisica,alta
meu marido destruiu meu enxoval que eu tinha guardado por anos,patrimonial,alta
meu companheiro me forçou a ter relações enquanto eu estava chorando,sexual,alta
ele conta histórias privadas minhas para qualquer pessoa,moral,media
meu companheiro me caluniou para meu chefe e eu perdi o emprego,moral,alta
meu marido me pressiona a compartilhar fantasias que não tenho,sexual,baixa
ele me pressiona a ter relações em momentos inapropriados,sexual,media
ele disse que vai denunciar meu irmão por algo falso se eu terminar,psicologica,alta
meu marido diz que vou me arrepender se continuar recusando,sexual,media
ele me forçou a ter relações ameaçando me deixar na rua com os filhos,sexual,alta
ele não me deixa usar o carro nos dias que ele não vai trabalhar,patrimonial,baixa
meu ex me atacou com um objeto cortante,fisica,alta
meu companheiro me disse que está me vigiando sempre e eu não sei como,psicologica,alta
ele comenta negativamente sobre meu desempenho no trabalho para outros,moral,baixa
meu companheiro fica chateado quando tenho programas próprios,psicologica,baixa
meu marido me pressiona com afeto excessivo para que eu ceda,sexual,media
"ele me espanca, me humilha publicamente e não me deixa ter dinheiro",mista,alta
ele me chama de insuportável na frente de visitas,moral,media
meu companheiro disse que vai sequestrar minha filha se eu denunciar,psicologica,alta
meu marido me faz sentir que tenho que estar sempre de bom humor para ele,sexual,baixa
ele faz comentários que me fazem sentir dependente dele,psicologica,baixa
ele inventou que tenho hábitos que me deixam em situação de perigo,moral,alta
meu ex publicou prints de conversas privadas fora de contexto para me destruir,moral,alta
"meu marido me empurrou levemente, não me dá dinheiro para coisas pessoais e me critica",mista,baixa
meu marido me bateu com um pedaço de madeira na cabeça,fisica,alta
ele me faz sentir culpada por tudo que acontece de errado,psicologica,media
"meu marido me agrediu fisicamente, me isola e me chama de louca e inútil",mista,media
ele me empurrou com força para fora do quarto,fisica,media
"ele me puxou a roupa levemente, faz comentários ruins e não me deixa ter amigos",mista,baixa
meu marido me faz perguntas inapropriadas sobre meu passado,sexual,baixa
ele me agrediu tanto que fui parar na UTI,fisica,alta
meu namorado me pressiona a ser mais desinibida do que me sinto confortável,sexual,baixa
meu namorado fica com ciúme quando estou animada falando sobre algo,psicologica,baixa
ele não me deixa fazer compras internacionais online,patrimonial,baixa
ele fica chateado quando passo muito tempo com minha mãe,psicologica,baixa
ele pegou meu dinheiro do benefício social e eu fiquei sem nada para os filhos,patrimonial,alta
"ele me agrediu fisicamente, me isola da família e me mantém dependente financeiramente",mista,media
"meu marido me deu um tapa, não me deixa trabalhar e me monitora o tempo todo",mista,media
ele xinga minha família e diz que somos todos marginais,moral,media
ele me segurou o pulso para me fazer ficar parada,fisica,baixa
"meu marido me empurrou levemente durante briga, me diminui e controla saídas",mista,baixa
ele quebrou meu tablet que eu usava para estudar e trabalhar,patrimonial,media
ele reclama quando não o incluo em todas as decisões,psicologica,baixa
meu marido me bateu com o cabo da enxada,fisica,alta
ele diz que eu sou uma mãe péssima para me envergonhar,moral,media
ele não me deixa fazer doações para caridade sem seu consentimento,patrimonial,baixa
meu companheiro me disse que vai me matar e se matar depois,psicologica,alta
ele me puxou a mão com força para me impedir de sair,fisica,baixa
meu marido me sufocou com um travesseiro,fisica,alta
"meu namorado controla meu dinheiro, me isola e me dá tapas quando discutimos",mista,media
meu companheiro faz comentários sobre minha aparência que me deixam mal,moral,baixa
meu namorado me manda áudios com conteúdo sexual sem eu pedir,sexual,baixa
ele faz comentários sobre minha vida íntima para amigos,sexual,baixa
ele me disse que já comprou arma para me matar se eu pedir separação,psicologica,alta
ele fica incomodado quando saio arrumada mesmo sendo para trabalhar,psicologica,baixa
meu namorado me humilha dizendo que minha família é inferior,moral,media
meu companheiro me difamou para pessoas que dependem da minha opinião profissional,moral,alta
ele quebrou minha cafeteira e outros eletrodomésticos na raiva,patrimonial,media
meu marido divulgou meu histórico médico para humilhar,moral,alta
ele quer saber o saldo do meu cartão todo mês,patrimonial,baixa
ele reclama quando compro itens de decoração para casa,patrimonial,baixa
ele me forçou a ter relações ameaçando me abandonar com os filhos,sexual,alta
ele me atingiu com uma pedra na cabeça,fisica,alta
meu marido me forçou a ter relações na frente dos nossos filhos,sexual,alta
meu companheiro faz piadas que me deixam envergonhada na frente dos filhos,moral,baixa
ele rastreou meu celular sem autorização e aparece onde quer que eu esteja,psicologica,alta
meu marido colocou câmera escondida no nosso quarto,psicologica,alta
meu marido jogou comida na parede perto de mim,fisica,baixa
meu marido reclama quando não cuido da casa do jeito que ele quer,psicologica,baixa
ele me faz sentir que preciso justificar minha sexualidade,sexual,baixa
meu companheiro não gosta quando tenho opinião diferente da dele,psicologica,baixa
ele me segurou com força pelo pescoço me pressionando contra a parede,fisica,media
meu companheiro me quebrou as costelas com um chute,fisica,alta
meu marido me cobra relações como se fossem obrigação contratual,sexual,media
"meu companheiro me agrediu fisicamente, espalhou mentiras e me deixou sem dinheiro",mista,alta
